"COD_ESPEC","NM_ESPEC_MED","NM_PRODUTO","COD_APRES_PRD","NM_APRES_PRD","QTDE_DOSE"
86,NEUMOLOGIA PEDIATRICA,IBUPROFENO 200 MG/5 ML,11,FCO  90-120ML,1
47,INFECTOLOGIA,IBUPROFENO 200 MG/5 ML,11,FCO  90-120ML,1
42,DERMATOLOGIA PEDIATRICA,IBUPROFENO 200 MG/5 ML,11,FCO  90-120ML,1
37,PEDIATRIA,IBUPROFENO 200 MG/5 ML,11,FCO  90-120ML,1
37,PEDIATRIA,IBUPROFENO 200 MG/5 ML,11,FCO  90-120ML,1
21,UROLOGIA,IBUPROFENO 200 MG/5 ML,11,FCO  90-120ML,1
8,DERMATOLOGIA,IBUPROFENO 200 MG/5 ML,11,FCO  90-120ML,1
4,ENDOCRINOLOGIA,IBUPROFENO 200 MG/5 ML,11,FCO  90-120ML,1
170,ESTUDIOS HEMODINAMIA ,IBUPROFENO 200 MG/5 ML,11,FCO  90-120ML,2
183,ONCOLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
181,NEURODESARROLLO ,PREDNISONA 5 MG/5ML,9,FRASCO,1
160,CLIMATERIO,PREDNISONA 5 MG/5ML,9,FRASCO,1
139,INFECTOLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
109,HEMATOLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
101,MEDICINA FAMILIAR,PREDNISONA 5 MG/5ML,9,FRASCO,1
87,REUMATOLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
86,NEUMOLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
66,NEUROLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,8
60,GASTROENTEROLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
58,MASTOLOGIA,PREDNISONA 5 MG/5ML,9,FRASCO,1
57,DIABETOLOGIA,PREDNISONA 5 MG/5ML,9,FRASCO,1
56,NEUMOLOGIA,PREDNISONA 5 MG/5ML,9,FRASCO,1
50,NEFROLOGIA,PREDNISONA 5 MG/5ML,9,FRASCO,1
44,ENDOCRINOLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
42,DERMATOLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
37,PEDIATRIA,PREDNISONA 5 MG/5ML,9,FRASCO,1
21,UROLOGIA,PREDNISONA 5 MG/5ML,9,FRASCO,1
11,CLINICA MEDICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
9,ALERGIA E INMUNOLOGIA,PREDNISONA 5 MG/5ML,9,FRASCO,1
8,DERMATOLOGIA,PREDNISONA 5 MG/5ML,9,FRASCO,1
6,NEFROLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
5,CARDIOLOGIA PEDIATRICA,PREDNISONA 5 MG/5ML,9,FRASCO,1
4,ENDOCRINOLOGIA,PREDNISONA 5 MG/5ML,9,FRASCO,1
177,PSIQUIATRIA INFANTIL,PREDNISONA 5 MG/5ML,9,FRASCO,1
170,ESTUDIOS HEMODINAMIA ,PREDNISONA 5 MG/5ML,9,FRASCO,2
217,TRAUMATOLOGIA TUMORES,ALFACALCIDOL,3,UNIDAD,20
216,TRAUMATOLOGIA RODILLA,ALFACALCIDOL,3,UNIDAD,20
215,TRAUMATOLOGIA HOMBRO Y CODO,ALFACALCIDOL,3,UNIDAD,20
214,TRAUMATOLOGIA PIE Y TOBILLO,ALFACALCIDOL,3,UNIDAD,20
213,TRAUMATOLOGIA MANO Y ANTEBRAZO,ALFACALCIDOL,3,UNIDAD,20
212,TRAUMATOLOGIA CADERA,ALFACALCIDOL,3,UNIDAD,20
211,TRAUMATOLOGIA COLUMNA,ALFACALCIDOL,3,UNIDAD,20
199,TELESALUD HV,ALFACALCIDOL,3,UNIDAD,30
182,NUTRIOLOGIA PEDIATRICA,ALFACALCIDOL,3,UNIDAD,20
160,CLIMATERIO,ALFACALCIDOL,3,UNIDAD,20
150,FISIATRA (NIÑOS) ,ALFACALCIDOL,3,UNIDAD,1
89,GERIATRIA,ALFACALCIDOL,3,UNIDAD,1
87,REUMATOLOGIA PEDIATRICA,ALFACALCIDOL,3,UNIDAD,20
69,UNIDAD DE TRANSPLANTE,ALFACALCIDOL,3,UNIDAD,20
58,MASTOLOGIA,ALFACALCIDOL,3,UNIDAD,20
57,DIABETOLOGIA,ALFACALCIDOL,3,UNIDAD,20
50,NEFROLOGIA,ALFACALCIDOL,3,UNIDAD,20
44,ENDOCRINOLOGIA PEDIATRICA,ALFACALCIDOL,3,UNIDAD,20
41,TRAUMATOLOGIA PEDIATRICA,ALFACALCIDOL,3,UNIDAD,20
34,GINECOLOGIA,ALFACALCIDOL,3,UNIDAD,20
33,GINECO-OBSTETRICIA,ALFACALCIDOL,3,UNIDAD,20
31,OBSTETRICIA,ALFACALCIDOL,3,UNIDAD,20
31,OBSTETRICIA,ALFACALCIDOL,3,UNIDAD,20
24,NEUROCIRUGIA,ALFACALCIDOL,3,UNIDAD,1
18,FISIATRIA ADULTO,ALFACALCIDOL,3,UNIDAD,20
16,TRAUMATOLOGIA GENERAL,ALFACALCIDOL,3,UNIDAD,20
6,NEFROLOGIA PEDIATRICA,ALFACALCIDOL,3,UNIDAD,20
4,ENDOCRINOLOGIA,ALFACALCIDOL,3,UNIDAD,20
1,REUMATOLOGIA,ALFACALCIDOL,3,UNIDAD,20
217,TRAUMATOLOGIA TUMORES,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
216,TRAUMATOLOGIA RODILLA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
215,TRAUMATOLOGIA HOMBRO Y CODO,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
214,TRAUMATOLOGIA PIE Y TOBILLO,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
213,TRAUMATOLOGIA MANO Y ANTEBRAZO,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
212,TRAUMATOLOGIA CADERA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
211,TRAUMATOLOGIA COLUMNA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
199,TELESALUD HV,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
183,ONCOLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
182,NUTRIOLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
181,NEURODESARROLLO ,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
160,CLIMATERIO,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
110,HEMATOLOGIA CRONICOS,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
109,HEMATOLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
101,MEDICINA FAMILIAR,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
89,GERIATRIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
87,REUMATOLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
86,NEUMOLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
69,UNIDAD DE TRANSPLANTE,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
66,NEUROLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,60
60,GASTROENTEROLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
58,MASTOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
57,DIABETOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
52,SALUD REPRODUCTIVA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
50,NEFROLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
49,ONCOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
44,ENDOCRINOLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
42,DERMATOLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
34,GINECOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
31,OBSTETRICIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
18,FISIATRIA ADULTO,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
16,TRAUMATOLOGIA GENERAL,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
12,CARDIOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
11,CLINICA MEDICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
11,CLINICA MEDICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
7,SIQUIATRIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
6,NEFROLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
5,CARDIOLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
4,ENDOCRINOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
4,ENDOCRINOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
2,HEMATOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
1,REUMATOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
177,PSIQUIATRIA INFANTIL,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,20
170,ESTUDIOS HEMODINAMIA ,CALCIO CARBONATO CON VITAMINA D3  ,3,COMP500MG/400UI COMP.MASTICAB ,150
217,TRAUMATOLOGIA TUMORES,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
216,TRAUMATOLOGIA RODILLA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
215,TRAUMATOLOGIA HOMBRO Y CODO,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
214,TRAUMATOLOGIA PIE Y TOBILLO,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
213,TRAUMATOLOGIA MANO Y ANTEBRAZO,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
212,TRAUMATOLOGIA CADERA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
211,TRAUMATOLOGIA COLUMNA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
204,UNIDAD DE OBSTETRICIA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,30
182,NUTRIOLOGIA PEDIATRICA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
181,NEURODESARROLLO ,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
89,GERIATRIA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
69,UNIDAD DE TRANSPLANTE,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
58,MASTOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
50,NEFROLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
31,OBSTETRICIA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
18,FISIATRIA ADULTO,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
16,TRAUMATOLOGIA GENERAL,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
11,CLINICA MEDICA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
4,ENDOCRINOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
2,HEMATOLOGIA,CALCIO CARBONATO CON VITAMINA D3  ,4,COMP.500MG/400UI COMP.MASTICAB,20
109,HEMATOLOGIA PEDIATRICA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
89,GERIATRIA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
87,REUMATOLOGIA PEDIATRICA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
69,UNIDAD DE TRANSPLANTE,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,20
66,NEUROLOGIA PEDIATRICA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
50,NEFROLOGIA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
48,TERAPIA INTENSIVA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
24,NEUROCIRUGIA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
11,CLINICA MEDICA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
6,NEFROLOGIA PEDIATRICA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
3,NEUROLOGIA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
2,HEMATOLOGIA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
1,REUMATOLOGIA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
1,REUMATOLOGIA,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
14,URGENCIAS PEDIATRICAS,METILPREDNISOLONA 500 MG,2,FRASCO AMPOLLA,1
217,TRAUMATOLOGIA TUMORES,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
216,TRAUMATOLOGIA RODILLA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
215,TRAUMATOLOGIA HOMBRO Y CODO,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
214,TRAUMATOLOGIA PIE Y TOBILLO,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
213,TRAUMATOLOGIA MANO Y ANTEBRAZO,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
212,TRAUMATOLOGIA CADERA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
211,TRAUMATOLOGIA COLUMNA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
199,TELESALUD HV,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
183,ONCOLOGIA PEDIATRICA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
150,FISIATRA (NIÑOS) ,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
109,HEMATOLOGIA PEDIATRICA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
101,MEDICINA FAMILIAR,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,60
97,SALUD OCUPACIONAL,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
89,GERIATRIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
87,REUMATOLOGIA PEDIATRICA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
86,NEUMOLOGIA PEDIATRICA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
86,NEUMOLOGIA PEDIATRICA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
69,UNIDAD DE TRANSPLANTE,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
66,NEUROLOGIA PEDIATRICA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,60
59,RADIOTERAPIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
58,MASTOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
57,DIABETOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
56,NEUMOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
50,NEFROLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
49,ONCOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
48,TERAPIA INTENSIVA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
34,GINECOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
33,GINECO-OBSTETRICIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
31,OBSTETRICIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
24,NEUROCIRUGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
22,OTORRINOLARINGOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
21,UROLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
18,FISIATRIA ADULTO,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
16,TRAUMATOLOGIA GENERAL,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
11,CLINICA MEDICA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
9,ALERGIA E INMUNOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
7,SIQUIATRIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
7,SIQUIATRIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
6,NEFROLOGIA PEDIATRICA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
4,ENDOCRINOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
4,ENDOCRINOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
3,NEUROLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
3,NEUROLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
2,HEMATOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,1
1,REUMATOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
1,REUMATOLOGIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
177,PSIQUIATRIA INFANTIL,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
46,HEMODINAMIA,PARACETAMOL + CODEINA 500 MG + 30 MG,10,COMPRIMIDO,20
150,FISIATRA (NIÑOS) ,KETOROLAC  20 MG.COMPRIMIDO,3,COMPRIMIDO,1
69,UNIDAD DE TRANSPLANTE,KETOROLAC  20 MG.COMPRIMIDO,3,COMPRIMIDO,20
59,RADIOTERAPIA,KETOROLAC  20 MG.COMPRIMIDO,3,COMPRIMIDO,20
46,HEMODINAMIA,KETOROLAC  20 MG.COMPRIMIDO,3,COMPRIMIDO,20
204,UNIDAD DE OBSTETRICIA,KETOROLAC 60 MG (30 MG/ML),2,AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,KETOROLAC 60 MG (30 MG/ML),2,AMPOLLA,1
58,MASTOLOGIA,KETOROLAC 60 MG (30 MG/ML),2,AMPOLLA,1
49,ONCOLOGIA,KETOROLAC 60 MG (30 MG/ML),2,AMPOLLA,1
2,HEMATOLOGIA,KETOROLAC 60 MG (30 MG/ML),2,AMPOLLA,1
35,HEMODIALISIS,KETOROLAC 60 MG (30 MG/ML),2,AMPOLLA,3
23,URGENCIAS CLINICA MEDICA,KETOROLAC 60 MG (30 MG/ML),2,AMPOLLA,1
160,CLIMATERIO,NITROGLICERINA 25 MG (5 MG/ML.) ,2,AMPOLLA,1
11,CLINICA MEDICA,NITROGLICERINA 25 MG (5 MG/ML.) ,2,AMPOLLA,1
66,NEUROLOGIA PEDIATRICA,BROMURO DE PIRIDOSTIGMINA 60 MG.,3,UNIDAD,240
48,TERAPIA INTENSIVA,BROMURO DE PIRIDOSTIGMINA 60 MG.,3,UNIDAD,1
24,NEUROCIRUGIA,BROMURO DE PIRIDOSTIGMINA 60 MG.,3,UNIDAD,20
10,GASTROENTEROLOGIA,BROMURO DE PIRIDOSTIGMINA 60 MG.,3,UNIDAD,1
3,NEUROLOGIA,BROMURO DE PIRIDOSTIGMINA 60 MG.,3,UNIDAD,20
3,NEUROLOGIA,BROMURO DE PIRIDOSTIGMINA 60 MG.,3,UNIDAD,20
160,CLIMATERIO,"NEOSTIGMINA 0,5 MG/ML.",2,AMPOLLA,1
5,CARDIOLOGIA PEDIATRICA,"NEOSTIGMINA 0,5 MG/ML.",2,AMPOLLA,1
204,UNIDAD DE OBSTETRICIA,ONDANSETRON 8 MG (2 MG/ML) ,2,AMPOLLA,1
183,ONCOLOGIA PEDIATRICA,ONDANSETRON 8 MG (2 MG/ML) ,2,AMPOLLA,1
69,UNIDAD DE TRANSPLANTE,ONDANSETRON 8 MG (2 MG/ML) ,2,AMPOLLA,1
59,RADIOTERAPIA,ONDANSETRON 8 MG (2 MG/ML) ,2,AMPOLLA,1
50,NEFROLOGIA,ONDANSETRON 8 MG (2 MG/ML) ,2,AMPOLLA,1
49,ONCOLOGIA,ONDANSETRON 8 MG (2 MG/ML) ,2,AMPOLLA,1
6,NEFROLOGIA PEDIATRICA,ONDANSETRON 8 MG (2 MG/ML) ,2,AMPOLLA,1
15,URGENCIAS TRAUMATOLOGIA,ONDANSETRON 8 MG (2 MG/ML) ,2,AMPOLLA,1
14,URGENCIAS PEDIATRICAS,ONDANSETRON 8 MG (2 MG/ML) ,2,AMPOLLA,1
204,UNIDAD DE OBSTETRICIA,LACTULOSA,11,FRASCO,1
199,TELESALUD HV,LACTULOSA,11,FRASCO,1
182,NUTRIOLOGIA PEDIATRICA,LACTULOSA,11,FRASCO,1
181,NEURODESARROLLO ,LACTULOSA,11,FRASCO,1
150,FISIATRA (NIÑOS) ,LACTULOSA,11,FRASCO,1
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,LACTULOSA,11,FRASCO,1
91,TERAPIA DEL DOLOR Y MEDICINA PALIATIVA ,LACTULOSA,11,FRASCO,1
89,GERIATRIA,LACTULOSA,11,FRASCO,1
60,GASTROENTEROLOGIA PEDIATRICA,LACTULOSA,11,FRASCO,1
58,MASTOLOGIA,LACTULOSA,11,FRASCO,1
49,ONCOLOGIA,LACTULOSA,11,FRASCO,1
48,TERAPIA INTENSIVA,LACTULOSA,11,FRASCO,1
37,PEDIATRIA,LACTULOSA,11,FRASCO,1
31,OBSTETRICIA,LACTULOSA,11,FRASCO,1
29,PROCTOLOGIA,LACTULOSA,11,FRASCO,1
28,CIRUGIA GENERAL,LACTULOSA,11,FRASCO,1
24,NEUROCIRUGIA,LACTULOSA,11,FRASCO,1
18,FISIATRIA ADULTO,LACTULOSA,11,FRASCO,1
11,CLINICA MEDICA,LACTULOSA,11,FRASCO,1
10,GASTROENTEROLOGIA,LACTULOSA,11,FRASCO,1
6,NEFROLOGIA PEDIATRICA,LACTULOSA,11,FRASCO,1
110,HEMATOLOGIA CRONICOS,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
109,HEMATOLOGIA PEDIATRICA,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
109,HEMATOLOGIA PEDIATRICA,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
84,ANTICOAGULADOS,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
55,CARDIOCIRUGIA,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
34,GINECOLOGIA,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
31,OBSTETRICIA,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
12,CARDIOLOGIA,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
5,CARDIOLOGIA PEDIATRICA,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,20
2,HEMATOLOGIA,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
35,HEMODIALISIS,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
23,URGENCIAS CLINICA MEDICA,ENOXAPARINA 40 MG (4.000 UI),2,JER PRELL NO RET.C/DISP.BIOS.,1
204,UNIDAD DE OBSTETRICIA,ACIDO FOLICO 10 MG.COMPRIMIDOS,3,COMPRIMIDO,20
199,TELESALUD HV,ACIDO FOLICO 10 MG.COMPRIMIDOS,3,COMPRIMIDO,30
183,ONCOLOGIA PEDIATRICA,ACIDO FOLICO 10 MG.COMPRIMIDOS,3,COMPRIMIDO,20
182,NUTRIOLOGIA PEDIATRICA,ACIDO FOLICO 10 MG.COMPRIMIDOS,3,COMPRIMIDO,20
